Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
bug	bug	bug	45	1.177777778	0	0	1	117.5111111	155.66666669999998	38.15555556	136.5888889	27.39079326	22.15646838	29.11416053	20.21568048
buggy	buggy	buggy	44	6.0	0	3	1	323.6341463	340.65853660000005	17.02439024	332.1463415	29.03683531	29.99884144	9.506544601	29.13658437
bull	bull	bull	46	6.108695652000001	0	0	1	320.21739130000003	346.47826089999995	26.26086957	333.3478261	28.84126137	24.70064248	21.78932948	24.5413188
bulldozer	bulldozer	bulldozer	50	7.22	0	0	2	371.9	396.08	24.18	383.99	18.78150415	13.14571398	15.30064691	14.29160236
bullet	bullet	bullet	45	1.488888889	0	0	0	136.8444444	157.4222222	20.57777778	147.1333333	9.467541573	13.32204067	12.53991607	9.707892759
bulletin board	bulletin_board	bulletin board	42	4.7	2	0	0	270.95	299.5	28.55	285.225	22.30666222	20.08316044	19.72236788	18.7940764
bulletproof vest	bulletproof_vest	bulletproof vest	43	4.372093023	0	0	0	259.1627907	277.11627910000004	17.95348837	268.1395349	16.3298299	17.15504827	14.15551968	15.178432999999998
bumper	bumper	bumper (car)	48	5.4375	0	0	0	297.6458333	315.2083333	17.5625	306.4270833	20.3663151	23.23145184	14.29165245	20.64414542
bun	bun	bun	43	2.88372093	0	0	0	195.0	213.3488372	18.34883721	204.1744186	18.24437291	17.85508294	11.9121461	17.039828600000003
bungee	bungee	bungee	45	4.517241379	6	10	2	254.7241379	274.9655172	20.24137931	264.84482760000003	69.50636998	67.49628707	13.87097476	68.15673945
bunkbed	bunkbed	bunkbed	49	5.958333333	1	0	0	319.2708333	338.4375	19.16666667	328.8541667	13.84371673	11.70725589	9.54570937	11.89848834
buoy	buoy	buoy	43	4.7352941180000006	1	8	0	266.9117647	295.94117650000004	29.02941176	281.4264706	29.99026877	29.70454631	21.51178013	27.84239528
burner	burner	burner	47	3.487804878	3	3	0	219.6585366	236.6829268	17.02439024	228.1707317	21.63285667	19.36935598	14.48359038	19.21282441
burrito	burrito	burrito	45	3.422222222	0	0	0	211.6666667	229.9777778	18.31111111	220.8222222	16.55706386	18.30733694	11.02027516	16.56157778
bus	bus	bus	46	7.652173912999999	0	0	1	383.4782609	401.0	17.52173913	392.2391304	10.30801011	5.565768391000001	12.24153064	5.581456531000001
bush	bush	bush	43	4.3	3	0	1	253.125	292.825	39.7	272.975	34.50320498	29.29241391	29.37659979	28.43434859
butter	butter	butter	45	2.657894737	7	0	1	180.2368421	207.0	26.76315789	193.6184211	37.46741591	21.80875103	30.77682017	26.51247392
butterfly	butterfly	butterfly	44	1.954545455	0	0	1	153.2727273	179.93181819999998	26.65909091	166.6022727	21.85721491	22.86095252	20.65772358	19.83671119
button	button1	button (clothes button)	48	1.145833333	0	0	0	132.2291667	153.70833330000002	21.47916667	142.96875	15.85873755	17.98576072	13.30971423	15.59507773
button	button2	button (device button)	47	1.239130435	0	1	0	127.7826087	151.93478259999998	24.15217391	139.8586957	20.05759822	21.71881128	17.85119653	18.90345737
cabbage	cabbage	cabbage	46	3.630434783	0	0	1	221.8695652	239.3478261	17.47826087	230.6086957	12.07496712	7.975566552999999	13.73679427	7.58500937
cabinet	cabinet	cabinet (kitchen)	40	4.675	0	0	0	269.725	293.375	23.65	281.55	26.46719062	28.65326535	12.5627655	26.85712435
cable	cable	cable	44	2.821428571	14	2	1	195.75	224.5357143	28.78571429	210.1428571	45.68298573	48.66855563	18.45988071	46.28811885
cactus	cactus	cactus	45	4.325581395	2	1	0	230.6744186	290.2093023	59.53488372	260.4418605	44.179138	41.21867246	43.31410682	36.82878812
cage	cage	cage (animals)	48	4.904761905	5	1	0	274.3333333	320.5238095	46.19047619	297.42857139999995	41.80539507	44.9385695	28.35079738	41.02000872
cake	cake	cake	43	3.902439024	3	0	0	229.8780488	254.9512195	25.07317073	242.4146341	18.86689577	15.15247706	17.80784974	14.61159747
cake mix	cake_mix	cake mix	48	3.125	8	0	1	204.2	222.075	17.875	213.1375	34.107823	29.87528564	14.16964524	31.26888916
calamari	calamari	calamari	48	2.25	2	2	1	167.0227273	187.1363636	20.11363636	177.0795455	27.12030788	29.10733218	14.85310383	27.13337925
calculator	calculator	calculator	47	3.0	0	0	0	200.2553191	221.787234	21.53191489	211.0212766	15.82577436	12.08473016	13.85617279	12.257631800000002
calf	calf1	calf (animal)	44	5.046511628	0	1	1	285.0232558	305.7906977	20.76744186	295.4069767	27.55988145	24.19814843	15.28434806	24.78196729
calf	calf2	calf (leg)	46	3.886363636000001	1	1	0	233.4772727	255.4090909	21.93181818	244.4431818	33.08937062	29.50310838	18.6826592	29.92339365
calzone	calzone	calzone	48	3.3023255810000003	2	4	0	213.9534884	235.1162791	21.1627907	224.5348837	15.41173562	16.38845311	13.89917817	14.30925248
camcorder	camcorder	camcorder	42	3.738095238	0	0	2	227.2380952	244.8571429	17.61904762	236.047619	15.51208738	12.14459918	12.46253386	12.45910849
camel	camel	camel	48	6.333333333	0	0	0	337.8333333	358.3125	20.47916667	348.0729167	25.071246	20.7160707	13.27930654	22.01764031
camera	camera1	camera (photos)	45	3.2	0	0	0	202.9333333	224.7111111	21.77777778	213.8222222	22.65592437	23.02234312	14.24124753	21.7015279
camera	camera2	camera (videos)	46	3.5348837210000004	2	1	1	219.1162791	241.0930233	21.97674419	230.1046512	24.49898861	18.64303004	14.15137276	20.58679597
camera lens	camera_lens	camera lens	45	2.545454545	1	0	0	177.63636359999998	204.4318182	26.79545455	191.0340909	30.49215752	27.61563235	22.40907161	26.84503283
camper	camper	camper	48	6.777777778	0	3	1	359.8444444	383.2444444	23.4	371.5444444	25.89046469	24.24417039	12.10634695	24.33941394
can	can	can (tin)	48	3.083333333	0	0	1	201.0416667	222.8958333	21.85416667	211.96875	17.75837631	13.67438914	15.2678073	13.88877024
can opener	can_opener	can opener	48	3.106382979	1	0	0	205.0851064	223.106383	18.0212766	214.0957447	18.70808914	17.31452524	8.882051667	17.46911507
candelabra	candelabra	candelabra	43	4.0	0	11	0	241.40625	263.25	21.84375	252.328125	17.32210852	20.4024034	14.45372901	17.49083141
candle	candle	candle	44	3.0	0	0	0	191.1136364	226.4090909	35.29545455	208.7613636	25.79725595	18.90529418	24.05089521	19.15314311
candlestick	candlestick	candlestick	44	3.341463415	3	0	0	202.63414630000003	227.8292683	25.19512195	215.23170730000004	36.19168143	26.71881588	25.31226927	29.1837064
candy	candy	candy	46	1.5121951219999998	5	0	0	135.6097561	174.63414630000003	39.02439024	155.12195119999998	23.96651628	21.56473521	25.38551536	18.93699438
candy bar	candy_bar	candy bar	40	2.725	0	0	0	185.525	207.325	21.8	196.425	27.82545182	22.25077066	17.36368152	23.64956497
candy cane	candy_cane	candy cane	51	2.745098039	0	0	0	185.0588235	203.9215686	18.8627451	194.4901961	26.19420681	24.28402202	13.79857907	24.29660268
cane	cane	cane (walking)	43	4.465116279	0	0	1	264.8837209	282.3255814	17.44186047	273.60465120000003	25.13980841	22.70695397	12.10922971	23.17648596
canister	canister	canister (food)	46	3.463414634	5	0	0	212.5853659	232.8292683	20.24390244	222.7073171	27.70737773	27.3887773	13.51994913	26.70626696
cannon	cannon	cannon	47	5.534883721	1	3	0	304.2093023	331.9767442	27.76744186	318.0930233	30.30445366	33.51224962	14.94726796	31.0621987
cannonball	cannonball	cannonball	48	3.770833333	0	0	1	226.0833333	246.4791667	20.39583333	236.28125	30.8281671	30.64414115	11.99776501	30.14519937
canoe	canoe	canoe	44	5.795454545	0	0	0	314.5	337.9772727	23.47727273	326.2386364	15.96434982	19.23597482	13.8067874	16.27220795
cantaloupe	cantaloupe	cantaloupe	46	3.5652173910000005	0	0	1	217.0217391	236.1956522	19.17391304	226.6086957	35.29525567	17.39427692	22.90977894	25.35633014
canvas	canvas	canvas (painting)	44	4.341463415	3	0	2	255.2682927	290.3658537	35.09756098	272.8170732	24.4908395	30.03810588	25.31581016	24.30682931
cap	cap	cap (bottle cap)	41	1.425	1	0	1	140.35	158.525	18.175	149.4375	17.96941847	16.60396539	15.01433076	15.58647816
cape	cape	cape (garment)	47	4.571428571	2	3	0	265.3333333	286.57142860000005	21.23809524	275.952381	20.41002464	20.90762827	12.67955821	19.66357581
car	car	car	44	6.8863636360000005	0	0	0	350.13636360000004	372.8409091	22.70454545	361.4886364	17.14316042	14.4237259	17.60097717	13.17259692
car door	car_door	car door	46	5.065217391	0	0	1	285.93478260000006	301.02173910000005	15.08695652	293.47826089999995	18.63736054	14.644664	13.51020369	15.33875141
car seat	car_seat	car seat (car part)	44	4.909090909	0	0	1	281.0227273	296.8409091	15.81818182	288.9318182	18.88088567	17.32714389	9.691215699	17.460783600000003
caramel	caramel	caramel	45	1.818181818	12	0	1	147.7575758	172.84848480000002	25.09090909	160.30303030000002	45.53983854	41.85698957	25.5982954	41.82253045
card	card	card (playing card)	42	2.6190476190000003	0	0	3	180.2380952	197.3095238	17.07142857	188.7738095	19.90564269	19.27147278	17.01705437	17.64701397
cardboard	cardboard	cardboard	43	3.769230769	16	1	0	219.3076923	277.2307692	57.92307692	248.26923080000003	40.87030142	42.37575504	42.44424397	35.81430741
cardigan	cardigan	cardigan	44	4.1428571430000005	1	1	1	251.5952381	270.047619	18.45238095	260.8214286	13.73984685	18.25156509	14.30708912	14.4837257
cardinal	cardinal	cardinal	45	3.2093023260000004	0	2	0	206.1627907	224.4418605	18.27906977	215.3023256	21.84570376	20.12378636	9.37404111	20.47272853
carousel	carousel	carousel	45	7.166666667	0	3	2	371.8095238	396.85714289999993	25.04761905	384.3333333	34.93494867	31.06764565	17.9768854	31.81245857
carriage	carriage	carriage	43	6.142857143	0	1	1	330.73809520000003	354.92857139999995	24.19047619	342.8333333	34.26586122	33.37327166	17.86704023	32.62138059
carrot	carrot	carrot	43	2.88372093	0	0	0	185.7209302	207.6046512	21.88372093	196.6627907	21.36009361	20.66068216	14.49993317	19.7229987
cart	cart	cart	45	4.930232558	2	0	1	284.5813953	304.4186047	19.8372093	294.5	29.81469162	27.02664695	16.70319364	27.2016281
cash machine	cash_machine	cash machine	45	4.88372093	0	2	1	280.27906980000006	299.8139535	19.53488372	290.04651160000003	27.92620001	23.42796031	17.07316027	24.32072748
cash register	cash_register	cash register	47	4.234042553	0	0	0	252.3829787	269.7234043	17.34042553	261.0531915	12.08044268	11.68555803	12.78633203	10.01858818
cashew	cashew	cashew	48	1.416666667	0	0	0	134.1041667	150.89583330000002	16.79166667	142.5	14.53717111	12.41694036	12.93841112	11.87030982
casserole	casserole	casserole	46	3.818181818	2	0	1	233.0909091	251.1818182	18.09090909	242.1363636	23.897862300000003	16.66534174	18.20786717	18.48077682
cassette	cassette	cassette	46	2.866666667	1	0	0	190.9777778	210.0444444	19.06666667	200.5111111	15.461813500000002	22.03092409	20.403208300000003	16.06679555
cat	cat	cat	39	3.897435897	0	0	0	235.4871795	256.0	20.51282051	245.7435897	21.27621825	15.31081489	14.43109179	17.07293634
catapult	catapult	catapult	45	6.511111111	0	0	1	339.7111111	374.8	35.08888889	357.25555560000004	39.82953576	37.2422048	22.09053913	36.9416958
caterpillar	caterpillar	caterpillar	46	1.847826087	0	0	1	145.8913043	167.326087	21.43478261	156.6086957	23.42764584	19.01935196	14.25895769	20.11133264
catfish	catfish	catfish	47	3.744680851	1	0	0	226.7659574	256.0425532	29.27659574	241.4042553	29.4457591	30.06728501	19.45083225	28.1240726
cauliflower	cauliflower	cauliflower	45	3.1555555560000004	0	0	1	203.5333333	223.64444440000003	20.11111111	213.5888889	31.89229032	25.73038137	14.85570325	28.00736285
caviar	caviar	caviar	47	1.136363636	2	1	0	116.8863636	138.2727273	21.38636364	127.5795455	28.18973581	25.16583475	16.36390797	25.43709596
cd player	cd_player	cd player	45	3.422222222	0	0	0	220.8888889	239.5777778	18.68888889	230.2333333	19.15869399	21.45448553	11.96362332	19.43947483
celery	celery	celery	46	3.130434783	0	0	0	199.5	223.4782609	23.97826087	211.4891304	26.15827891	19.87822833	18.26896473	21.36026663
cello	cello	cello	45	4.790697674	0	2	1	272.7674419	292.8139535	20.04651163	282.7906977	36.75973289	34.79549493	18.01051741	34.63968144
cellphone	cellphone	cellphone	46	3.0	0	0	0	200.1304348	216.54347830000003	16.41304348	208.3369565	18.88516019	16.33089304	9.597629538	16.98955704
cement mixer	cement_mixer	cement mixer	47	6.302325581	1	3	0	334.7674419	357.9302326	23.1627907	346.3488372	45.8967979	44.42189258	16.48799019	44.40660811
centerpiece	centerpiece	centerpiece	40	3.764705882	5	1	1	221.2941176	251.3823529	30.08823529	236.3382353	24.05363881	25.77174246	21.10775765	22.58308585
centrifuge	centrifuge	centrifuge	45	4.1875	4	10	0	255.0625	276.9375	21.875	266.0	48.14892053	50.93888653	11.91299101	49.204314
cereal	cereal	cereal	41	2.135135135	3	1	0	156.5405405	175.1351351	18.59459459	165.8378378	54.53316758	52.30156263	12.37259395	53.06966779
chain	chain	chain	45	2.945945946	7	1	1	188.5945946	225.29729730000005	36.7027027	206.9459459	46.17566667	43.6665807	26.84819968	42.8867669
chainsaw	chainsaw	chainsaw	47	4.3777777780000005	0	2	0	257.8	276.1333333	18.33333333	266.9666667	14.04473373	12.49654498	10.45553355	12.22209252
chair	chair	chair	45	4.977777778	0	0	0	281.22222220000003	298.7777778	17.55555556	290.0	12.99630872	12.96303992	9.766723549	12.02601347
chalice	chalice	chalice	42	3.552631579	0	4	0	217.2631579	237.2894737	20.02631579	227.2763158	23.44825725	23.1036535	16.06319756	21.84704117
chalk	chalk	chalk	40	2.025	0	0	1	155.225	178.15	22.925	166.6875	20.06078903	15.96558799	17.50514576	15.8764006
chalkboard	chalkboard	chalkboard	48	5.395833333	0	0	4	288.2291667	320.0208333	31.79166667	304.125	33.27847658	29.62136203	27.98096491	28.22600657
champagne	champagne	champagne	44	3.5675675680000003	6	1	0	218.0	237.0	19.0	227.5	31.61926276	25.23665764	18.68154169	27.03855272
chandelier	chandelier	chandelier	45	4.644444444	0	0	0	265.9333333	290.75555560000004	24.82222222	278.3444444	21.14387941	20.50959371	14.60430959	19.50723124
chaps	chaps	chaps	38	4.655172414	2	7	0	266.5517241	282.6206897	16.06896552	274.5862069	17.32996209	14.64926569	10.28845065	15.19872467
charcoal	charcoal	charcoal	44	2.024390244	2	1	3	164.7317073	189.0243902	24.29268293	176.87804880000002	22.907449	22.40143724	19.33293033	20.49017462
charger	charger	charger (recharger)	46	2.6190476190000003	1	3	1	181.9047619	206.1428571	24.23809524	194.0238095	27.14712357	26.86058989	20.35155597	25.0136432
chariot	chariot	chariot	43	6.071428571	0	1	0	325.4047619	352.4761905	27.07142857	338.94047620000003	28.13474505	27.15649147	17.68200526	26.19839931
checkbook	checkbook	checkbook	48	2.958333333	0	0	1	200.6875	216.375	15.6875	208.53125	29.91915081	30.76031223	10.03855599	29.92462272
checkers	checkers	checkers	47	2.377777778	1	1	2	173.77777780000002	190.1555556	16.37777778	181.9666667	46.25320082	43.41970413	16.08399669	44.1320848
cheese	cheese	cheese	47	2.714285714	5	0	2	179.8571429	214.1190476	34.26190476	196.9880952	27.39999237	28.54965924	28.25671474	24.15182872
cheeseburger	cheeseburger	cheeseburger	47	3.212765957	0	0	0	205.5106383	223.3829787	17.87234043	214.4468085	18.88393882	13.34745244	13.415787300000002	14.91251081
cheesecake	cheesecake	cheesecake	46	3.644444444	1	0	1	216.6666667	238.9777778	22.31111111	227.8222222	21.36586062	18.78767595	17.09574937	18.21187037
